transaction_id,customer_name,category,price,quantity,total_amount,rating,country,created_date
TXN-0006510,John Smith,Automotive,373.97,8,2991.76,2.9,Canada,2024-03-26 22:31:04
TXN-0005641,Charles Johnson,Automotive,527.09,7,3689.63,3.4,United States,2024-07-04 00:00:00
TXN-0000619,Nancy Wilson,Apparel,210.14,7,1470.98,4.4,Canada,2024-11-25 01:35:04
TXN-0009857,Christopher Garcia,Home & Kitchen,987.74,4,3950.96,1.4,United States,2024-04-13 20:18:49
TXN-0002923,Jennifer Perez,Toys & Games,585.25,7,4096.75,2.8,United Kingdom,2023-09-01 05:45:27
TXN-0000200,Richard Johnson,Books,832.07,2,1664.14,2.5,Australia,2023-12-16 19:12:50
TXN-0007036,Barbara Taylor,Toys & Games,835.18,1,835.18,4.7,Germany,2023-02-12 17:07:33
TXN-0011850,Richard Brown,Automotive,37.43,5,187.15,2.3,India,2024-12-30 20:25:21
TXN-0003930,Robert Miller,Apparel,674.65,3,2023.95,3.0,Australia,2024-05-05 21:28:09
TXN-0010625,Mary Lopez,Toys & Games,754.97,5,3774.85,1.1,Germany,2023-08-26 04:08:39
TXN-0011667,David Thompson,Automotive,289.33,4,1157.32,4.5,United States,2024-03-26 22:14:23
TXN-0007327,Thomas Williams,Sports & Outdoors,37.7,5,188.5,2.1,Brazil,2023-10-20 04:12:51
TXN-0004667,Elizabeth Lee,Sports & Outdoors,982.94,5,4914.7,4.2,France,2024-09-12 19:50:09
TXN-0003981,Jennifer Taylor,Toys & Games,1330.91,4,5323.64,2.5,United Kingdom,2023-01-25 23:24:13
TXN-0010915,Richard Moore,Toys & Games,452.35,5,2261.75,2.8,India,2024-11-15 15:14:28
TXN-0005308,Linda Williams,Automotive,910.14,2,1820.28,4.6,Canada,2023-10-23 17:04:50
TXN-0011378,Joseph Thompson,Beauty & Personal Care,1198.54,6,7191.24,2.5,Australia,2024-01-09 20:08:14
TXN-0003498,Thomas Thompson,Home & Kitchen,1322.8,7,9259.6,3.5,United States,2024-03-19 07:00:07
TXN-0008708,John Gonzalez,Beauty & Personal Care,13.21,2,26.42,2.2,Australia,2023-02-17 19:00:07
TXN-0001331,Sarah Moore,Home & Kitchen,672.72,4,2690.88,2.0,United States,2024-09-11 06:11:14
TXN-0004330,Sarah Anderson,Electronics,727.84,6,4367.04,1.9,United Kingdom,2024-03-18 01:57:19
TXN-0010809,Michael Davis,Apparel,573.13,1,573.13,4.5,France,2024-07-14 01:17:12
TXN-0006274,Daniel Lee,Sports & Outdoors,1416.91,4,5667.64,2.6,United Kingdom,2023-12-30 02:07:08
TXN-0011556,Karen Wilson,Automotive,433.49,7,3034.43,2.3,India,2024-01-28 00:36:56
TXN-0011659,Lisa Rodriguez,Apparel,854.43,6,5126.58,1.5,Australia,2024-03-18 00:00:00
TXN-0007192,Susan Martin,Automotive,638.6,8,5108.8,4.2,Germany,2024-05-14 16:52:33
TXN-0008843,Nancy Davis,Apparel,1298.14,3,3894.42,3.3,Canada,2024-03-25 09:01:20
TXN-0001802,Jessica White,Home & Kitchen,1199.21,8,9593.68,4.4,Germany,2023-02-05 13:37:40
TXN-0010061,Richard Jones,Beauty & Personal Care,81.59,2,163.18,3.3,Brazil,2024-11-07 00:00:00
TXN-0004679,Christopher Smith,Toys & Games,1257.35,6,7544.1,1.9,Canada,2024-10-12 11:14:44
TXN-0004632,John Brown,Automotive,324.03,5,1620.15,1.0,Canada,2023-04-25 00:59:02
TXN-0004721,Michael Jones,Automotive,424.81,4,1699.24,4.3,United States,2024-12-31 00:00:00
TXN-0005042,Richard Johnson,Apparel,1422.88,2,2845.76,3.9,India,2023-09-17 16:54:01
TXN-0004944,Susan Taylor,Electronics,750.67,4,3002.68,2.1,Brazil,2023-04-23 14:29:48
TXN-0005604,Elizabeth Martin,Automotive,905.32,4,3621.28,3.8,France,2023-01-06 23:42:12
TXN-0003362,Daniel Lee,Home & Kitchen,176.53,6,1059.18,4.5,India,2024-10-14 07:46:17
TXN-0003504,Robert Thompson,Automotive,514.02,7,3598.14,3.4,France,2023-06-21 05:16:22
TXN-0006773,Patricia Wilson,Sports & Outdoors,1191.54,5,5957.7,4.4,United States,2024-12-04 11:23:05
TXN-0002536,Charles Martin,Automotive,12.38,4,49.52,1.8,France,2023-11-12 18:22:41
TXN-0009385,Richard Wilson,Automotive,95.74,7,670.18,3.1,Netherlands,2024-06-25 04:30:39
TXN-0002926,Joseph White,Automotive,1317.88,1,1317.88,4.8,France,2024-08-31 22:58:17
TXN-0005789,Sarah Miller,Beauty & Personal Care,1204.7,4,4818.8,2.3,Canada,2024-02-06 00:00:00
TXN-0011525,Elizabeth Martin,Automotive,616.35,5,3081.75,3.3,France,2023-09-01 03:41:31
TXN-0002532,Susan Rodriguez,Beauty & Personal Care,999.94,7,6999.58,2.3,India,2024-08-06 18:59:10
TXN-0008870,Charles Davis,Apparel,500.05,2,1000.1,2.8,United Kingdom,2024-11-04 00:00:00
TXN-0008950,Jennifer Garcia,Automotive,1335.2,4,5340.8,1.0,France,2024-10-21 17:51:19
TXN-0001273,David Hernandez,Home & Kitchen,1370.16,5,6850.8,1.7,United Kingdom,2024-02-29 16:40:57
TXN-0001592,John Martin,Electronics,123.49,5,617.45,2.8,France,2023-08-16 00:00:00
TXN-0004096,Karen Anderson,Electronics,43.24,1,43.24,4.9,United States,2024-12-19 00:00:00
TXN-0001652,Barbara Smith,Beauty & Personal Care,1190.03,7,8330.21,1.4,Japan,2024-02-03 00:11:47
TXN-0012378,Charles Miller,Books,164.77,4,659.08,2.6,Germany,2024-09-19 16:39:54
TXN-0001479,Karen Smith,Electronics,574.1,8,4592.8,2.5,France,2023-01-28 22:46:28
TXN-0005122,Christopher Rodriguez,Apparel,28.98,3,86.94,2.1,Netherlands,2024-04-06 02:13:51
TXN-0004746,Joseph Martin,Apparel,101.33,7,709.31,4.5,Australia,2023-05-12 23:06:41
TXN-0008318,Christopher Gonzalez,Automotive,1161.93,6,6971.58,4.5,United States,2024-09-11 08:45:40
TXN-0007516,Sarah White,Toys & Games,810.19,7,5671.33,2.2,Germany,2024-10-12 00:00:00
TXN-0004898,Sarah Taylor,Beauty & Personal Care,822.68,3,2468.04,4.1,India,2024-02-16 03:46:08
TXN-0009101,Thomas Moore,Sports & Outdoors,168.61,3,505.83,2.5,France,2024-05-19 15:58:14
TXN-0006722,David Lee,Home & Kitchen,221.85,7,1552.95,2.0,India,2023-03-01 10:48:49
TXN-0008793,Joseph Anderson,Apparel,107.84,2,215.68,3.7,Netherlands,2024-12-24 11:54:36
TXN-0005263,Jessica Martinez,Apparel,1092.79,1,1092.79,1.3,Brazil,2024-08-23 23:47:59
TXN-0002793,Charles Smith,Toys & Games,520.22,3,1560.66,1.6,Netherlands,2024-10-22 23:27:20
TXN-0001341,Karen Miller,Apparel,238.8,7,1671.6,4.1,Australia,2024-10-24 01:05:29
TXN-0003412,Daniel Brown,Sports & Outdoors,892.91,6,5357.46,2.0,United Kingdom,2024-04-21 04:12:18
TXN-0006016,Mary Davis,Beauty & Personal Care,332.33,4,1329.32,4.6,Germany,2024-04-29 00:00:00
TXN-0002314,Linda Smith,Electronics,1369.75,7,9588.25,3.4,France,2024-09-20 00:00:00
TXN-0007452,Christopher Anderson,Electronics,391.05,5,1955.25,4.2,Germany,2023-03-14 01:17:18
TXN-0006376,Richard Davis,Apparel,1308.29,5,6541.45,2.2,United Kingdom,2023-06-30 22:09:22
TXN-0002817,Elizabeth Lopez,Beauty & Personal Care,1134.92,4,4539.68,3.8,Australia,2024-06-26 00:00:00
TXN-0010618,Susan Anderson,Apparel,755.81,4,3023.24,2.9,Brazil,2024-03-06 18:51:04
TXN-0009978,Elizabeth Gonzalez,Apparel,1118.4,4,4473.6,3.8,France,2023-04-03 03:47:04
TXN-0004905,William Moore,Sports & Outdoors,1493.44,4,5973.76,3.5,India,2023-02-02 00:00:00
TXN-0001584,Nancy Martinez,Toys & Games,1292.04,7,9044.28,2.8,Netherlands,2023-06-30 00:00:00
TXN-0005836,Barbara Anderson,Apparel,618.77,3,1856.31,2.9,Germany,2023-06-26 11:57:43
TXN-0008884,Robert Martinez,Beauty & Personal Care,1379.64,3,4138.92,3.9,Brazil,2023-12-23 17:48:07
TXN-0008544,Lisa Lopez,Apparel,1002.26,5,5011.3,3.5,Netherlands,2024-05-05 21:13:04
TXN-0003673,Daniel Hernandez,Home & Kitchen,499.62,1,499.62,4.6,Japan,2024-03-27 19:19:56
TXN-0007612,William Jones,Toys & Games,938.78,2,1877.56,2.8,Brazil,2023-02-17 00:00:00
TXN-0004548,Richard Thomas,Toys & Games,1331.94,5,6659.7,2.1,Australia,2023-08-14 00:00:00
TXN-0012314,David Johnson,Automotive,353.44,8,2827.52,4.2,Japan,2024-05-15 00:00:00
TXN-0003010,Joseph Taylor,Beauty & Personal Care,385.57,4,1542.28,2.4,Japan,2024-05-18 10:32:12
TXN-0004473,Lisa Rodriguez,Sports & Outdoors,655.98,8,5247.84,5.0,Australia,2024-07-31 23:21:05
TXN-0005269,Linda Miller,Automotive,202.75,5,1013.75,3.7,United States,2023-03-02 02:49:39
TXN-0005532,John Davis,Beauty & Personal Care,327.55,2,655.1,4.7,Netherlands,2024-12-10 21:52:05
TXN-0009033,Elizabeth Hernandez,Books,452.79,6,2716.74,2.6,Germany,2023-04-29 05:57:07
TXN-0008213,David Miller,Sports & Outdoors,97.91,1,97.91,1.7,Brazil,2023-10-02 00:00:00
TXN-0004191,Charles White,Apparel,176.79,8,1414.32,3.8,Australia,2024-09-23 01:07:28
TXN-0002946,James Jones,Beauty & Personal Care,563.96,5,2819.8,4.6,Brazil,2023-11-21 23:41:32
TXN-0001892,Karen Brown,Toys & Games,977.18,4,3908.72,3.8,Australia,2023-08-01 12:16:31
TXN-0008275,Daniel Garcia,Sports & Outdoors,357.52,2,715.04,3.5,Netherlands,2023-10-03 10:58:33
TXN-0009676,Robert Perez,Toys & Games,677.39,4,2709.56,3.2,Australia,2023-07-01 06:15:11
TXN-0007995,Barbara Moore,Apparel,355.25,1,355.25,4.2,Japan,2024-07-03 15:35:28
TXN-0007582,William Perez,Home & Kitchen,215.65,5,1078.25,4.6,Netherlands,2023-07-29 19:11:19
TXN-0011363,Robert Brown,Home & Kitchen,929.42,5,4647.1,2.1,United Kingdom,2023-09-26 19:55:17
TXN-0004292,Barbara Lopez,Apparel,488.13,8,3905.04,3.7,Brazil,2024-11-06 11:00:39
TXN-0005419,Sarah Thompson,Beauty & Personal Care,886.9,2,1773.8,4.4,United States,2024-02-14 01:18:11
TXN-0002812,Patricia Brown,Apparel,986.95,1,986.95,2.1,Germany,2024-11-05 22:09:52
TXN-0003583,Susan Rodriguez,Toys & Games,1119.62,4,4478.48,1.9,Japan,2024-10-27 17:43:13
TXN-0005997,Patricia Thompson,Toys & Games,284.86,5,1424.3,1.8,United Kingdom,2024-10-08 19:28:44
TXN-0001998,James Thompson,Apparel,1361.46,2,2722.92,1.4,United States,2023-09-25 09:19:37
TXN-0007641,Jessica Martinez,Electronics,920.67,4,3682.68,1.6,India,2023-10-15 09:58:01
TXN-0008209,Joseph Martinez,Home & Kitchen,1089.02,1,1089.02,1.1,United Kingdom,2023-05-06 09:12:25
TXN-0004859,Patricia Moore,Books,878.21,5,4391.05,3.4,Australia,2024-06-17 14:35:02
TXN-0008126,Charles Lee,Home & Kitchen,412.48,4,1649.92,2.2,United Kingdom,2023-05-27 07:38:22
TXN-0010313,Jennifer Lopez,Sports & Outdoors,62.3,2,124.6,2.0,France,2024-09-21 10:46:31
TXN-0002629,Sarah Perez,Home & Kitchen,148.79,4,595.16,3.7,Japan,2024-01-24 00:00:00
TXN-0006850,Elizabeth Smith,Beauty & Personal Care,136.72,4,546.88,1.7,Canada,2024-07-21 00:42:09
TXN-0011171,Patricia Taylor,Electronics,472.43,8,3779.44,3.8,Germany,2024-07-28 00:00:00
TXN-0002111,Thomas White,Apparel,730.77,4,2923.08,2.8,Germany,2024-08-20 15:02:47
TXN-0003441,William Anderson,Toys & Games,555.3,3,1665.9,2.4,India,2024-03-09 09:30:03
TXN-0002579,Sarah Lopez,Sports & Outdoors,1493.92,4,5975.68,1.9,United Kingdom,2023-08-22 00:00:00
TXN-0002288,Lisa Wilson,Toys & Games,232.78,2,465.56,1.6,Brazil,2023-09-19 04:41:02
TXN-0012187,Robert Martinez,Sports & Outdoors,1395.2,8,11161.6,4.9,Netherlands,2023-12-23 04:14:50
TXN-0003282,Jennifer Wilson,Electronics,1347.08,3,4041.24,4.5,United States,2024-02-01 20:00:45
TXN-0009850,James Perez,Electronics,821.72,4,3286.88,3.7,United Kingdom,2024-07-14 00:00:00
TXN-0000387,Lisa Moore,Apparel,983.38,4,3933.52,2.4,Australia,2024-08-01 01:04:42
TXN-0001720,James Perez,Home & Kitchen,569.02,7,3983.14,4.2,India,2024-11-01 09:03:19
TXN-0001326,Jessica Martin,Apparel,967.56,6,5805.36,3.1,Australia,2023-10-21 14:02:03
TXN-0006267,Jennifer Miller,Home & Kitchen,915.58,8,7324.64,1.3,France,2023-08-12 11:59:05
TXN-0012244,Mary Miller,Electronics,962.5,6,5775.0,2.6,India,2024-09-23 00:00:00
TXN-0012356,Patricia Perez,Sports & Outdoors,618.51,5,3092.55,1.7,India,2023-06-16 13:18:45
TXN-0002193,Richard Garcia,Toys & Games,1398.55,5,6992.75,1.9,Netherlands,2024-09-23 23:12:41
TXN-0001929,Charles Jackson,Toys & Games,793.9,3,2381.7,4.5,Netherlands,2024-08-16 16:13:18
TXN-0000278,Patricia Anderson,Automotive,105.43,1,105.43,4.2,Australia,2023-03-31 00:00:00
TXN-0007383,Thomas Thomas,Automotive,1173.03,8,9384.24,4.7,Canada,2024-12-14 00:00:00
TXN-0002786,Jessica Gonzalez,Sports & Outdoors,825.82,4,3303.28,4.6,United States,2023-10-14 21:19:22
TXN-0007923,Linda Taylor,Apparel,1026.79,4,4107.16,3.2,United Kingdom,2024-07-03 06:20:53
TXN-0010332,Michael Jones,Electronics,648.23,8,5185.84,2.5,Canada,2023-10-26 21:08:57
TXN-0006986,Karen Moore,Books,1059.78,4,4239.12,2.7,United Kingdom,2023-10-13 21:32:54
TXN-0004140,Susan Garcia,Apparel,414.81,6,2488.86,2.2,Brazil,2023-08-14 07:56:09
TXN-0007671,Karen Perez,Books,250.1,6,1500.6,1.3,Australia,2023-01-01 17:24:15
TXN-0009522,Mary Johnson,Sports & Outdoors,935.6,3,2806.8,2.6,India,2023-10-11 15:10:29
TXN-0004606,Sarah Davis,Books,627.63,6,3765.78,3.2,France,2024-12-13 23:35:59
TXN-0011073,Elizabeth Gonzalez,Books,599.62,8,4796.96,4.1,France,2023-03-12 00:19:59
TXN-0002763,William Gonzalez,Books,1386.57,7,9705.99,4.4,Brazil,2024-06-11 05:21:05
TXN-0011742,John Taylor,Books,142.62,5,713.1,1.4,Canada,2024-05-25 03:21:36
TXN-0008059,Richard Jackson,Beauty & Personal Care,612.78,1,612.78,1.0,France,2023-05-18 13:34:07
TXN-0011299,Thomas Thompson,Apparel,1499.92,7,10499.44,4.3,Germany,2024-08-06 19:18:29
TXN-0004426,Jessica Lee,Home & Kitchen,964.58,5,4822.9,3.6,Germany,2024-07-30 23:21:20
TXN-0011604,Nancy Smith,Sports & Outdoors,1065.03,8,8520.24,2.2,Japan,2023-09-27 19:50:51
TXN-0010278,Barbara White,Apparel,682.87,1,682.87,3.4,Netherlands,2023-09-14 00:00:00
TXN-0004321,Susan Gonzalez,Toys & Games,855.98,8,6847.84,3.0,United States,2023-09-11 03:16:34
TXN-0009470,Joseph White,Sports & Outdoors,906.65,4,3626.6,2.3,Canada,2023-12-13 06:46:45
TXN-0001920,Nancy Martin,Home & Kitchen,660.39,7,4622.73,4.1,India,2023-07-08 15:54:48
TXN-0010979,Joseph Moore,Automotive,1289.56,8,10316.48,1.0,Japan,2024-01-06 00:00:00
TXN-0011224,Richard Martin,Apparel,1085.47,7,7598.29,2.6,United Kingdom,2024-01-10 00:39:22
TXN-0000660,Christopher Martinez,Beauty & Personal Care,11.83,4,47.32,1.8,Japan,2024-02-16 19:37:33
TXN-0009084,Susan Miller,Toys & Games,623.0,6,3738.0,2.6,Australia,2023-10-25 11:48:11
TXN-0011897,Jessica Thompson,Beauty & Personal Care,1063.19,4,4252.76,2.5,Netherlands,2024-01-24 15:25:54
TXN-0008729,Robert Thomas,Electronics,1075.85,2,2151.7,1.5,United Kingdom,2024-03-14 00:00:00
TXN-0007384,Sarah Williams,Beauty & Personal Care,737.9,2,1475.8,1.3,United Kingdom,2024-07-24 18:51:25
TXN-0000929,Mary Lopez,Electronics,395.69,8,3165.52,4.8,United Kingdom,2023-04-25 11:07:38
TXN-0001918,William Martinez,Beauty & Personal Care,980.05,6,5880.3,4.0,France,2024-11-06 15:33:29
TXN-0010817,Jennifer Moore,Sports & Outdoors,663.8,7,4646.6,2.7,Netherlands,2023-02-19 21:12:21
TXN-0007298,Sarah Martinez,Electronics,919.81,6,5518.86,2.4,Netherlands,2024-12-22 10:25:35
TXN-0000099,Richard Perez,Apparel,1447.41,3,4342.23,3.0,India,2024-04-03 09:45:38
TXN-0011127,Lisa Moore,Automotive,1030.68,8,8245.44,2.2,United Kingdom,2023-10-04 14:27:11
TXN-0005399,Karen Smith,Toys & Games,1277.13,3,3831.39,3.0,United States,2023-07-04 00:00:00
TXN-0000223,Richard Perez,Sports & Outdoors,959.87,5,4799.35,2.5,Canada,2023-06-21 12:55:41
TXN-0001144,Thomas Brown,Books,159.89,1,159.89,4.3,Germany,2023-12-11 17:19:39
TXN-0008890,Lisa Thompson,Sports & Outdoors,260.64,4,1042.56,4.2,United Kingdom,2023-03-23 00:15:12
TXN-0009296,James Thompson,Apparel,1428.1,2,2856.2,5.0,France,2024-01-10 10:14:10
TXN-0007627,Nancy Garcia,Toys & Games,91.55,6,549.3,1.6,United States,2023-11-25 22:02:17
TXN-0008031,Elizabeth Garcia,Books,926.35,8,7410.8,1.0,Australia,2023-01-13 18:35:59
TXN-0011670,Daniel Garcia,Automotive,1389.32,4,5557.28,3.3,Japan,2024-12-30 11:38:51
TXN-0000006,John Moore,Sports & Outdoors,1328.75,6,7972.5,3.3,Netherlands,2024-01-07 00:00:00
TXN-0008603,Barbara Taylor,Automotive,876.0,6,5256.0,2.5,United Kingdom,2023-09-30 05:02:35
TXN-0001533,Richard Perez,Toys & Games,60.56,7,423.92,4.3,United States,2023-11-17 08:08:43
TXN-0005673,Michael Miller,Home & Kitchen,127.69,4,510.76,1.3,Australia,2023-06-02 23:52:22
TXN-0008837,Mary Moore,Automotive,386.1,5,1930.5,3.3,United States,2024-05-16 07:54:17
TXN-0003091,Michael Gonzalez,Electronics,78.22,2,156.44,4.5,Japan,2023-09-18 15:32:01
TXN-0010927,Michael Miller,Books,222.35,5,1111.75,4.8,Japan,2024-01-30 21:02:34
TXN-0000853,Sarah Anderson,Beauty & Personal Care,590.83,6,3544.98,1.3,United States,2024-03-20 03:29:24
TXN-0002242,Charles Smith,Electronics,328.2,8,2625.6,1.4,India,2024-08-07 14:08:15
TXN-0001589,James Perez,Books,681.11,1,681.11,2.6,Canada,2023-09-26 02:41:56
TXN-0002679,Charles Martinez,Electronics,1140.54,3,3421.62,3.3,Brazil,2024-07-26 00:00:00
TXN-0003432,James Miller,Automotive,1248.79,1,1248.79,2.8,United States,2024-09-21 17:20:15
TXN-0001580,Lisa Rodriguez,Sports & Outdoors,364.82,4,1459.28,3.5,Japan,2024-03-19 05:04:25
TXN-0010503,Mary White,Home & Kitchen,1399.01,7,9793.07,2.3,Netherlands,2024-04-07 05:38:21
TXN-0001968,Michael White,Beauty & Personal Care,387.77,4,1551.08,2.3,India,2024-12-14 08:08:48
TXN-0007954,James Davis,Automotive,1396.8,6,8380.8,2.2,Germany,2024-10-27 23:04:56
TXN-0008915,Nancy Johnson,Beauty & Personal Care,1191.98,5,5959.9,4.0,Brazil,2023-09-04 15:34:43
TXN-0002352,Karen Johnson,Apparel,1158.61,6,6951.66,4.1,United Kingdom,2023-08-21 11:13:38
TXN-0011083,Elizabeth Smith,Apparel,1341.96,7,9393.72,4.3,India,2023-09-13 17:29:49
TXN-0005196,Linda Taylor,Home & Kitchen,1222.41,7,8556.87,3.0,Japan,2024-06-17 00:00:00
TXN-0007128,Michael Garcia,Toys & Games,1311.49,4,5245.96,2.8,Netherlands,2023-07-18 14:40:45
TXN-0005875,Richard Davis,Home & Kitchen,1093.17,5,5465.85,4.2,United Kingdom,2024-06-17 20:47:46
TXN-0003472,Daniel Davis,Automotive,1323.86,6,7943.16,1.5,Brazil,2024-03-20 00:00:00
TXN-0004700,Elizabeth Martinez,Home & Kitchen,1345.24,7,9416.68,4.5,Japan,2023-10-29 00:00:00
TXN-0009613,Barbara Lee,Electronics,408.42,6,2450.52,3.4,Japan,2024-09-18 12:42:37
TXN-0011757,Michael Gonzalez,Books,298.53,7,2089.71,3.7,Netherlands,2024-08-18 00:00:00
TXN-0006470,Thomas Taylor,Beauty & Personal Care,868.37,5,4341.85,2.8,Brazil,2024-04-10 19:28:29
TXN-0003628,Jennifer Brown,Toys & Games,1434.69,4,5738.76,1.8,Brazil,2024-09-08 23:25:17
TXN-0008642,Robert Miller,Books,410.63,4,1642.52,2.5,Australia,2023-03-05 13:42:01
TXN-0009022,Robert Thomas,Automotive,887.38,5,4436.9,4.2,Japan,2023-05-27 00:00:00
TXN-0009269,Michael Garcia,Electronics,736.97,4,2947.88,4.9,Australia,2023-03-24 02:54:56
TXN-0006017,Jennifer Miller,Sports & Outdoors,1436.71,2,2873.42,2.5,United States,2024-02-19 01:20:27
TXN-0003331,Michael Anderson,Apparel,105.77,7,740.39,3.5,India,2023-05-06 18:59:12
TXN-0006203,David Thomas,Beauty & Personal Care,197.5,3,592.5,2.3,United States,2023-07-13 00:17:47
TXN-0005448,Thomas Williams,Toys & Games,1292.18,3,3876.54,1.4,Germany,2024-04-05 00:12:27
TXN-0005260,Jennifer Jackson,Toys & Games,509.3,7,3565.1,2.4,United States,2023-03-04 14:46:25
TXN-0001272,Nancy Jackson,Electronics,1053.43,6,6320.58,4.5,Australia,2023-01-07 03:14:06
TXN-0012248,Michael White,Electronics,1096.76,7,7677.32,4.2,France,2024-12-28 00:25:25
TXN-0009317,Karen Jackson,Sports & Outdoors,268.13,8,2145.04,2.7,Australia,2024-04-14 08:22:03
TXN-0011851,Christopher White,Apparel,948.86,7,6642.02,1.2,France,2023-09-11 00:00:00
TXN-0008958,Linda Rodriguez,Home & Kitchen,168.03,2,336.06,3.8,Brazil,2024-07-01 07:50:10
TXN-0000914,Linda Smith,Home & Kitchen,358.41,7,2508.87,4.0,France,2024-04-26 00:00:00
TXN-0006118,Michael Anderson,Electronics,599.96,5,2999.8,3.7,Canada,2023-08-28 08:22:54
TXN-0006296,Patricia Smith,Sports & Outdoors,500.87,6,3005.22,5.0,United Kingdom,2023-05-24 22:12:48
TXN-0003846,Elizabeth Martin,Books,1356.86,2,2713.72,2.7,Netherlands,2024-11-13 14:23:29
TXN-0001753,Elizabeth Smith,Beauty & Personal Care,1331.49,2,2662.98,4.9,Japan,2024-12-01 19:07:52
TXN-0004936,Nancy Jackson,Beauty & Personal Care,585.1,7,4095.7,1.1,Canada,2024-07-17 05:39:51
TXN-0003736,Patricia Davis,Toys & Games,1330.94,6,7985.64,4.8,India,2023-03-21 01:20:19
TXN-0011225,Charles Miller,Toys & Games,1131.41,8,9051.28,3.1,Germany,2024-02-29 03:06:56
TXN-0009100,Jessica Garcia,Apparel,759.23,8,6073.84,2.5,Japan,2024-07-12 05:34:45
TXN-0008929,Lisa Hernandez,Home & Kitchen,1284.15,5,6420.75,4.2,Canada,2024-09-05 09:11:41
TXN-0009476,James Taylor,Apparel,1022.7,7,7158.9,3.6,France,2024-05-08 00:00:00
